iter	Logloss
675	0.2980532625
676	0.2978409346
677	0.2977112661
678	0.2975720822
679	0.2974482592
680	0.2972945437
681	0.2971250549
682	0.2969082852
683	0.2967464816
684	0.2966944989
685	0.2965111249
686	0.2963802449
687	0.2962865271
688	0.2961741482
689	0.2960231046
690	0.2958833699
691	0.2957405926
692	0.2956285541
693	0.2954529137
694	0.2952914098
695	0.2951592884
696	0.2950272152
697	0.2949068826
698	0.2947703493
699	0.2946021997
700	0.2944662872
701	0.2943269347
702	0.2941962319
703	0.2941204642
704	0.2939671439
705	0.2938396404
706	0.2936905451
707	0.2935661453
708	0.2934640968
709	0.293331636
710	0.2931898854
711	0.2930754821
712	0.2929463623
713	0.2927735228
714	0.2926431046
715	0.2924451012
716	0.2923836429
717	0.2922507943
718	0.2921331197
719	0.2919808164
720	0.2919239192
721	0.2917851897
722	0.2916447934
723	0.2915203131
724	0.2913917915
725	0.2912686419
726	0.2911408366
727	0.2910303135
728	0.2909081057
729	0.2907783266
730	0.2906128888
731	0.2904788342
732	0.2903702034
733	0.2902488934
734	0.2901319394
735	0.2900210318
736	0.2898934983
737	0.289774086
738	0.2896198432
739	0.2894867626
740	0.2892913045
741	0.2891439371
742	0.2890152169
743	0.2888881333
744	0.2888362204
745	0.2887359439
746	0.2886342347
747	0.2884942272
748	0.2883714974
749	0.2881839855
750	0.2880412329
751	0.2879046803
752	0.2878335575
753	0.2876991281
754	0.2875849009
755	0.2874464785
756	0.287339726
757	0.2872499174
758	0.2871393728
759	0.287026822
760	0.2869307941
761	0.2868008152
762	0.2866718952
763	0.2866012212
764	0.2864832996
765	0.2863514896
766	0.2862375652
767	0.2860349427
768	0.2859129057
769	0.2858310992
770	0.2856221188
771	0.2855220496
772	0.2854135831
773	0.2851565614
774	0.2850455755
775	0.2849194982
776	0.284790169
777	0.2846573999
778	0.2845454785
779	0.2844275752
780	0.2843055049
781	0.284242368
782	0.2841955423
783	0.2841139495
784	0.2839417887
785	0.2838418441
786	0.2837334195
787	0.283612291
788	0.2835708255
789	0.2834368601
790	0.283260586
791	0.2831246606
792	0.2830213609
793	0.2829086759
794	0.2827726484
795	0.2826276416
796	0.2825224754
797	0.2823834258
798	0.2822526672
799	0.2821398157
800	0.2819421216
801	0.2818139985
802	0.2817038448
803	0.2815926279
804	0.2814546093
805	0.281397405
806	0.281277038
807	0.2811629514
808	0.2810600491
809	0.2810203428
810	0.2809545682
811	0.280838032
812	0.2807531733
813	0.280631844
814	0.2805365593
815	0.2804345075
816	0.2803640827
817	0.2802390139
818	0.2801345834
819	0.2799872622
820	0.2798852652
821	0.2797324582
822	0.2796370994
823	0.2795196954
824	0.2793810496
825	0.2792650934
826	0.2791488804
827	0.2790267725
828	0.2789245683
829	0.2788269337
830	0.2787790707
831	0.2786796147
832	0.2785661285
833	0.2784440507
834	0.278267288
835	0.2781475374
836	0.2780467111
837	0.2779368076
838	0.2778253749
839	0.2777028513
840	0.2776336509
841	0.277540804
842	0.2775059917
843	0.2773811302
844	0.2772783782
845	0.2770951954
846	0.2770344395
847	0.276952271
848	0.2768380406
849	0.2767479409
850	0.2766120466
851	0.2765583015
852	0.2764308066
853	0.2763164
854	0.2762008658
855	0.2760825232
856	0.2759763969
857	0.2758229971
858	0.2757441128
859	0.2756432209
860	0.2756058794
861	0.2755297379
862	0.275348964
863	0.2751399289
864	0.2750418648
865	0.274925131
866	0.2747587717
867	0.274648429
868	0.2745470431
869	0.2744212022
870	0.2743573457
871	0.2742732914
872	0.274113233
873	0.2740024683
874	0.2738784358
875	0.2737021962
876	0.2735868811
877	0.2735024197
878	0.273406976
879	0.2733157766
880	0.2731868394
881	0.2730243646
882	0.2729057525
883	0.2727862779
884	0.2726700274
885	0.2725658095
886	0.2724972963
887	0.2723895161
888	0.2722809841
889	0.2721453637
890	0.2721123158
891	0.2720546647
892	0.2719398254
893	0.271826423
894	0.2717301255
895	0.2716744612
896	0.2715517143
897	0.2714582402
898	0.2713821546
899	0.2712636005
900	0.2711634593
901	0.2710618704
902	0.2709400643
903	0.2707867375
904	0.2707471021
905	0.2706455035
906	0.270591927
907	0.2704845334
908	0.2703607125
909	0.2703300446
910	0.2702300055
911	0.2701994782
912	0.2700995121
913	0.2699702506
914	0.2697443715
915	0.2696267055
916	0.2695953577
917	0.2694803165
918	0.2694008844
919	0.2692866014
920	0.2691027431
921	0.2690188165
922	0.268919658
923	0.268803357
924	0.2686891513
925	0.2685756297
926	0.2685208836
927	0.2683384955
928	0.2682453394
929	0.2681513896
930	0.2680448777
931	0.2679223671
932	0.2678499598
933	0.267738919
934	0.2676306759
935	0.2675258823
936	0.2674884807
937	0.2674053005
938	0.2673246302
939	0.2672155773
940	0.2670731985
941	0.2669587393
942	0.2668372232
943	0.2667299273
944	0.2666103228
945	0.2665568837
946	0.2664619094
947	0.2663718655
948	0.2663007169
949	0.2661925855
950	0.2661002262
951	0.265974847
952	0.265863221
953	0.2657488123
954	0.2656559042
955	0.2655646822
956	0.2654733518
957	0.2653707588
958	0.2653021866
959	0.265189522
960	0.2651072257
961	0.2650258176
962	0.2648880181
963	0.264786948
964	0.264690876
965	0.2646414944
966	0.2645355549
967	0.2644968119
968	0.264407029
969	0.2643042953
970	0.2641985062
971	0.2640935236
972	0.2639912356
973	0.2638833501
974	0.2637738859
975	0.2637359838
976	0.2636866645
977	0.2636288609
978	0.2635445122
979	0.2634323309
980	0.2634035327
981	0.2633686366
982	0.2632219029
983	0.2630929818
984	0.262998727
985	0.2628774868
986	0.2627829775
987	0.2626696009
988	0.2625729855
989	0.2624518571
990	0.2623681657
991	0.2622753854
992	0.2621782127
993	0.2620592901
994	0.2619530714
995	0.2618611074
996	0.2617714373
997	0.2617262011
998	0.2616973471
999	0.2615918909
